(0.0, 0.0006811143277852313, 0.006519561454339925, -0.007693507850091164),
(0.5687370300292969, 0.0006811143277852313, 0.006544121159982421, -0.007693507850091164),
(1.0725550651550293, 0.0006811143277852313, 0.006566744976993997, -0.007693507850091164),
(1.576333999633789, 0.0006811143277852313, 0.006590947529605717, -0.007693507850091164),
(2.079911947250366, 0.0006811143277852313, 0.006612278257927181, -0.007693507850091164),
(2.583014965057373, 0.0006811143277852313, 0.006637423175164914, -0.007693507850091164),
(3.087707996368408, 0.0006811143277852313, 0.006658957625504332, -0.007693507850091164),
(3.5919699668884277, 0.0006811143277852313, 0.006680772065818692, -0.007693507850091164),
(4.096436977386475, 0.0006811143277852313, 0.006702666959903529, -0.007693507850091164),
(4.5998899936676025, 0.0006811143277852313, 0.006726370290094202, -0.007693507850091164),
(5.106091022491455, 0.0006811143277852313, 0.006749369588700085, -0.007693507850091164),
(5.610431909561157, 0.0006811143277852313, 0.006771150559036208, -0.007693507850091164),
(6.114300012588501, 0.0006811143277852313, 0.00679448503389364, -0.007693507850091164),
(6.618844985961914, 0.0006811143277852313, 0.006818171124056176, -0.007693507850091164),
(7.127593994140625, 0.0006811143277852313, 0.006839024085819344, -0.007693507850091164),
(25.780220985412598, 0.0006811143277852313, -0.8165499938760628, -0.007693507850091164),
